"search_keyword","qc","card_cc","avg_object_idx","click_ranking","object_idx_list","object_id_list"
"테리파머","94.0","2.0","6.5","{6=1, 7=1}","[6, 7]","[12476284, 12476285]"
"책상 ","69.0","12.0","4.42","{0=2, 2=1, 3=1, 4=2, 5=1, 6=2, 7=1, 8=2}","[4, 5, 6, 0, 0, 7, 6, 8, 3, 8, 4, 2]","[14404757, 10608289, 10608289, 10245693, 10245693, 14250667, 10608289, 10548188, 14669255, 9045465, 14351001, 12743823]"
"다이닝테이블","177.0","24.0","3.33","{0=5, 1=3, 2=5, 3=1, 4=1, 5=2, 6=1, 7=4, 8=2}","[2, 7, 5, 2, 0, 7, 8, 2, 8, 0, 1, 2, 7, 0, 7, 1, 0, 4, 3, 5, 2, 0, 6, 1]","[11443231, 13365540, 13365540, 13209321, 11893877, 11773048, 11865563, 11978238, 11865563, 11865563, 14447111, 10305649, 6866709, 11893877, 11865563, 14447111, 14447111, 10305649, 10305649, 13365540, 10305649, 11893877, 13218605, 13209321]"
"파주","15.0","1.0","1.0","{1=1}","[1]","[5809619]"
"고양이숨숨집","30.0","7.0","2.29","{0=2, 1=2, 3=1, 4=1, 7=1}","[1, 3, 0, 7, 4, 0, 1]","[13001477, 11082058, 14261807, 11082059, 11789920, 14261807, 11082058]"
"q3","19.0","1.0","4.0","{4=1}","[4]","[12703912]"
"27평","17.0","3.0","0.33","{0=2, 1=1}","[1, 0, 0]","[13055628, 9923531, 9923531]"
"공간분리 책장","69.0","35.0","1.71","{0=12, 1=12, 2=3, 3=1, 4=2, 5=1, 6=2, 7=2}","[0, 7, 0, 0, 6, 1, 4, 1, 1, 1, 0, 0, 1, 5, 1, 2, 0, 0, 1, 3, 4, 0, 1, 1, 1, 2, 0, 0, 2, 0, 6, 1, 7, 0, 1]","[12933735, 10255665, 12933735, 12933735, 1113933, 9849633, 13552581, 9849633, 9849633, 9849633, 12933735, 12933735, 9849633, 12697153, 9849633, 10255665, 12933735, 12933735, 9849633, 13552581, 13552581, 12933735, 9849633, 9849633, 9849633, 10255665, 12933735, 12933735, 10255665, 12933735, 14341240, 9849633, 6638437, 12933735, 9849633]"
"벽걸이화병","10.0","1.0","3.0","{3=1}","[3]","[9202719]"
"xbox","26.0","2.0","1.5","{1=1, 2=1}","[2, 1]","[12127308, 11533029]"
"선풍기","650.0","32.0","2.53","{0=6, 1=9, 2=4, 3=3, 4=3, 5=2, 6=2, 7=3}","[1, 0, 7, 4, 6, 2, 5, 1, 3, 1, 1, 3, 1, 3, 2, 4, 0, 5, 1, 6, 1, 7, 7, 0, 1, 0, 0, 2, 0, 1, 4, 2]","[11732116, 13126456, 10219174, 12078597, 10847054, 4426505, 11732116, 11732116, 4426505, 11732116, 11732116, 12078597, 11732116, 12078597, 10373793, 10847054, 13126456, 10847054, 11732116, 10219174, 10373793, 10219174, 10524261, 13126456, 11732116, 13126456, 13126456, 10373793, 13126456, 10373793, 12078597, 10373793]"
"라인등","12.0","1.0","0.0","{0=1}","[0]","[10627506]"
"미싱","67.0","32.0","3.38","{0=5, 1=5, 2=4, 3=4, 4=4, 5=3, 6=1, 7=2, 8=4}","[0, 1, 1, 1, 5, 3, 3, 0, 0, 4, 1, 2, 1, 4, 4, 3, 6, 7, 8, 7, 3, 8, 0, 8, 2, 5, 4, 5, 2, 8, 0, 2]","[9203817, 9732133, 9732133, 9732133, 9203816, 9015774, 9203817, 13797480, 9203817, 12552763, 9407709, 6824060, 9732133, 12552763, 9732133, 11714482, 595380, 9407708, 13797480, 9015774, 6824060, 13797480, 9203817, 13797480, 6824060, 12634747, 12552763, 12634747, 9203816, 12552763, 9203817, 6824060]"
"쿠첸밥솥","39.0","6.0","4.17","{3=4, 5=1, 8=1}","[5, 3, 3, 3, 8, 3]","[13604603, 13598761, 13598761, 13598761, 13658575, 13598761]"
"니스툴그로우","23.0","12.0","4.08","{0=1, 1=1, 2=2, 3=2, 4=2, 6=1, 8=3}","[1, 2, 3, 4, 3, 0, 8, 4, 8, 6, 8, 2]","[10470386, 10470387, 14004012, 12350529, 14004012, 10277496, 5234179, 12350529, 5234179, 8285136, 5234181, 10470387]"
"slow_luu","12.0","9.0","0.67","{0=7, 1=1, 5=1}","[0, 0, 0, 0, 1, 5, 0, 0, 0]","[7937610, 7937610, 7937610, 7937610, 7914835, 15114364, 7937610, 7937610, 7937610]"
"체커보드 담요","32.0","5.0","2.2","{0=1, 1=1, 3=2, 4=1}","[1, 3, 4, 0, 3]","[14328129, 12822493, 12368940, 14700563, 12822493]"
"책상겸화장대","32.0","16.0","4.25","{0=2, 1=2, 2=2, 3=1, 5=1, 6=2, 7=6}","[7, 7, 6, 7, 2, 1, 3, 7, 2, 7, 0, 7, 0, 5, 6, 1]","[3233522, 3233522, 9164793, 3233522, 14390467, 1019318, 14390467, 3233522, 14390467, 3233522, 8653846, 3233522, 8653846, 13309748, 9164793, 1019318]"
"화장대 책상","42.0","11.0","1.73","{0=5, 1=2, 2=1, 3=1, 4=1, 8=1}","[3, 1, 0, 1, 0, 2, 0, 8, 4, 0, 0]","[15391485, 7994441, 8887877, 14714291, 8887877, 7994441, 8887877, 8137029, 9920591, 8887877, 8887877]"
"침실액자","13.0","3.0","5.33","{1=1, 7=1, 8=1}","[7, 1, 8]","[14363485, 10092429, 14416807]"
"리빙다이닝테이블","13.0","12.0","4.0","{0=2, 1=2, 3=1, 4=1, 5=2, 7=3, 8=1}","[5, 0, 1, 3, 0, 4, 7, 1, 8, 7, 5, 7]","[12117319, 11865563, 11443251, 11443250, 11865563, 43369, 11443250, 11865563, 43369, 13637096, 12117319, 13637096]"
"철제벙커침대","13.0","8.0","1.5","{0=3, 1=3, 2=1, 7=1}","[7, 2, 1, 0, 1, 1, 0, 0]","[5626461, 15240159, 7936549, 11080070, 7936549, 7936549, 11080070, 11080070]"
"베란다수납장","80.0","43.0","3.81","{0=10, 1=3, 2=3, 3=4, 4=4, 5=5, 6=3, 7=4, 8=7}","[4, 8, 3, 7, 8, 1, 5, 0, 6, 8, 5, 8, 0, 0, 8, 1, 0, 5, 2, 8, 2, 1, 8, 3, 0, 0, 4, 6, 7, 3, 0, 0, 0, 7, 3, 4, 2, 5, 6, 5, 0, 4, 7]","[10916269, 10916267, 9336896, 11326073, 14302586, 14758812, 10770062, 13122373, 13045294, 10916267, 10770062, 10916267, 9336896, 13122373, 13122372, 10033055, 13122373, 13045294, 9336896, 10916267, 14758812, 10033055, 13122372, 10916269, 13122373, 9336896, 10770062, 13045294, 10916267, 9336896, 10033055, 9336896, 13122373, 10916267, 9336896, 10916269, 9336896, 10770062, 11326073, 13045294, 13122373, 10770062, 11326073]"
"머쉬룸","61.0","3.0","3.33","{0=1, 3=1, 7=1}","[7, 0, 3]","[8605855, 15131227, 14662540]"
"개업선물","40.0","4.0","1.0","{0=1, 1=2, 2=1}","[2, 0, 1, 1]","[12050345, 11065612, 11672706, 11672706]"
"커틀러리","30.0","1.0","7.0","{7=1}","[7]","[14261799]"
"레트로스탠드","13.0","1.0","6.0","{6=1}","[6]","[8846529]"
"사랍장","33.0","1.0","1.0","{1=1}","[1]","[11775145]"
"선반식탁","11.0","1.0","6.0","{6=1}","[6]","[12790066]"
"2인 쇼파","151.0","15.0","4.2","{0=1, 1=1, 2=3, 3=1, 4=2, 5=1, 6=3, 7=2, 8=1}","[4, 6, 8, 2, 7, 5, 2, 0, 7, 6, 3, 2, 1, 6, 4]","[10053862, 1504884, 10176753, 13862894, 1504884, 10053862, 13862894, 13862894, 1504884, 13507618, 10053862, 13862894, 13862894, 1504884, 12036770]"
"후드","162.0","55.0","4.27","{0=8, 1=7, 2=7, 3=1, 4=3, 5=1, 6=7, 7=16, 8=5}","[0, 6, 1, 7, 8, 7, 8, 7, 1, 5, 8, 0, 7, 2, 4, 2, 0, 6, 8, 2, 6, 0, 1, 1, 0, 7, 4, 2, 1, 1, 2, 7, 6, 7, 7, 0, 7, 7, 6, 8, 7, 7, 7, 7, 7, 7, 6, 6, 0, 4, 2, 3, 1, 2, 0]","[9978112, 9930612, 13668941, 12952461, 12844418, 12952461, 12844418, 12952461, 13668941, 12819988, 11086055, 12531733, 12952461, 14637289, 11017733, 14637289, 12531733, 9930612, 12844418, 14637289, 9930612, 12531733, 13668941, 13668941, 12531733, 12952461, 11017733, 14637289, 13668941, 13668941, 14637289, 12952461, 9930612, 12952461, 12952461, 9978112, 12952461, 12952461, 9930612, 12844418, 12952461, 12952461, 12952461, 12952461, 12952461, 12952461, 9930612, 9930612, 12531733, 11017733, 14637289, 14637290, 13668941, 14637289, 12531733]"
"피노키오","14.0","5.0","2.6","{2=4, 5=1}","[2, 2, 5, 2, 2]","[10932399, 10932399, 10428992, 10932399, 10932399]"
"오븐장","47.0","3.0","4.33","{3=1, 4=1, 6=1}","[4, 3, 6]","[11850267, 8717157, 756580]"
"매직캔","574.0","32.0","3.34","{0=3, 1=4, 2=9, 3=5, 4=1, 5=1, 6=2, 7=7}","[1, 6, 4, 2, 2, 2, 7, 1, 6, 7, 7, 7, 1, 5, 2, 3, 3, 7, 0, 7, 3, 7, 0, 2, 2, 1, 2, 3, 0, 2, 3, 2]","[11404734, 3742330, 14701168, 13000536, 13000536, 13000536, 11632872, 11404734, 11632872, 11632872, 11632872, 11632872, 11404734, 12276827, 13000536, 13365555, 13365555, 11632872, 11404733, 11632872, 13365555, 11632872, 11404733, 13000536, 13000536, 11404734, 13000536, 13365555, 11404733, 13000536, 13365555, 13000536]"
"벤큐","33.0","1.0","0.0","{0=1}","[0]","[13126453]"
"캠핑의자","654.0","77.0","2.36","{0=29, 1=13, 2=6, 3=3, 4=8, 5=6, 6=3, 7=4, 8=5}","[0, 3, 8, 4, 5, 8, 7, 0, 1, 1, 0, 2, 2, 5, 4, 2, 1, 0, 1, 0, 0, 3, 0, 0, 0, 1, 0, 6, 0, 4, 0, 0, 4, 0, 8, 2, 5, 7, 1, 1, 0, 0, 5, 0, 8, 4, 1, 1, 1, 2, 4, 0, 6, 0, 2, 7, 0, 4, 8, 5, 1, 3, 0, 4, 5, 7, 0, 0, 0, 0, 6, 0, 0, 1, 1, 0, 0]","[12095048, 10147734, 12095047, 10147734, 10147734, 12095047, 12095047, 12095048, 13415907, 13415907, 12095048, 14034583, 14034583, 10147734, 10147734, 14034583, 13415907, 12095048, 13415907, 12095048, 12095048, 10147734, 12095048, 12095048, 12095048, 13415907, 12095048, 15111410, 12095048, 10147734, 12095048, 12095048, 10147734, 12095048, 10204010, 10147734, 10147734, 12095047, 13415907, 13415907, 12095048, 12095048, 10204010, 12095048, 14897272, 14897272, 13415907, 13415907, 13415907, 14034583, 10147734, 12095048, 10204010, 12095048, 14034583, 10204010, 12095048, 10147734, 12095047, 14897272, 13415907, 9963962, 12095048, 10147734, 14897272, 10204010, 12095048, 12095048, 12095048, 12095048, 14897271, 12095048, 12095048, 13415907, 13415907, 12095048, 12095048]"
"일자선반","12.0","1.0","2.0","{2=1}","[2]","[11127296]"
"짐벌","10.0","1.0","1.0","{1=1}","[1]","[15228228]"
"라벨","41.0","2.0","5.0","{3=1, 7=1}","[7, 3]","[14340039, 14253547]"
"원목 침대","56.0","10.0","3.2","{0=3, 3=1, 4=4, 5=1, 8=1}","[0, 8, 0, 4, 4, 4, 0, 4, 3, 5]","[13660218, 7830231, 13805660, 6960460, 3405502, 6960460, 13660218, 3405502, 6960460, 3405502]"
"멀티탭정리","114.0","21.0","2.71","{0=5, 1=2, 2=5, 3=1, 4=3, 5=3, 7=1, 8=1}","[2, 5, 1, 4, 4, 0, 7, 2, 2, 1, 2, 0, 0, 8, 3, 5, 0, 5, 4, 2, 0]","[12491850, 5005213, 14474921, 15064467, 13704237, 12491850, 14868193, 13370987, 14414579, 14414579, 13370987, 13370987, 13370987, 8837703, 13370987, 5005213, 14414579, 5005213, 14889739, 13370987, 13370987]"
"렌지식탁","11.0","1.0","0.0","{0=1}","[0]","[464172]"
"데스크서랍","18.0","1.0","3.0","{3=1}","[3]","[11955858]"
"컵수납","26.0","3.0","4.33","{1=1, 6=2}","[6, 1, 6]","[14130418, 14683553, 14130418]"
"투명 책상","10.0","2.0","3.5","{2=1, 5=1}","[2, 5]","[9399937, 9688692]"
"천장 조명","31.0","1.0","2.0","{2=1}","[2]","[8238847]"
"코너수납","17.0","2.0","2.5","{1=1, 4=1}","[4, 1]","[7923940, 31378]"
"데스커 원형","11.0","3.0","3.0","{2=2, 5=1}","[2, 2, 5]","[14399350, 14399350, 13734320]"
"욕실 무타공","12.0","1.0","5.0","{5=1}","[5]","[6180362]"
"욕실슬리퍼","459.0","30.0","3.63","{0=4, 1=4, 2=4, 3=6, 5=4, 6=1, 7=3, 8=4}","[0, 3, 7, 7, 2, 5, 1, 3, 3, 1, 3, 3, 5, 1, 2, 5, 0, 3, 8, 0, 8, 2, 2, 1, 8, 5, 6, 0, 8, 7]","[3053380, 12569902, 3484322, 3484322, 3053380, 11247720, 12569902, 12569902, 12569902, 9765918, 12569902, 11247720, 8475179, 9765918, 3053380, 8475179, 11182158, 12569902, 14430789, 14430789, 14430789, 14376946, 14376946, 9765918, 14430789, 11247720, 3484322, 3053380, 14430789, 1063380]"
"세븐체어","50.0","10.0","4.2","{0=2, 1=1, 4=2, 5=1, 7=4}","[1, 7, 7, 4, 0, 0, 7, 5, 4, 7]","[13668947, 13162257, 13162257, 11041155, 13668947, 13668947, 13162257, 14047538, 11041155, 13162257]"
"주방조리대","17.0","1.0","3.0","{3=1}","[3]","[4469650]"
"센스큐","51.0","2.0","6.0","{4=1, 8=1}","[4, 8]","[7223999, 2903612]"
"애기옷장","10.0","5.0","3.8","{2=3, 5=1, 8=1}","[5, 2, 2, 2, 8]","[12146048, 11401847, 11401847, 11401847, 8619880]"
"원형카페트","68.0","3.0","1.67","{1=1, 2=2}","[2, 2, 1]","[10371116, 10371116, 11630253]"
"욕실 타일","44.0","14.0","3.57","{0=1, 1=1, 2=2, 3=4, 4=1, 5=3, 6=1, 8=1}","[2, 6, 8, 5, 3, 5, 1, 4, 2, 3, 3, 0, 3, 5]","[11428742, 14612274, 12261635, 14320904, 13724010, 13724010, 9222904, 13760914, 14041754, 14041754, 14041754, 12735076, 14041754, 13065802]"
"사물함","85.0","5.0","3.2","{2=3, 4=1, 6=1}","[2, 2, 4, 2, 6]","[35983, 35983, 12234021, 35983, 12869658]"
"3M","16.0","1.0","3.0","{3=1}","[3]","[6829202]"
"가스쿡탑","12.0","1.0","2.0","{2=1}","[2]","[11826681]"
"59형","18.0","8.0","2.25","{0=1, 1=2, 2=2, 3=1, 4=1, 5=1}","[1, 5, 1, 2, 3, 2, 4, 0]","[12106558, 13030584, 12106558, 12106557, 8173926, 12106557, 12707432, 15034694]"
"책상세트","766.0","236.0","2.29","{0=72, 1=44, 2=39, 3=23, 4=10, 5=12, 6=13, 7=12, 8=11}","[2, 1, 0, 1, 3, 0, 0, 0, 0, 1, 0, 2, 3, 0, 2, 7, 0, 0, 4, 0, 8, 0, 2, 7, 0, 0, 2, 1, 4, 1, 6, 3, 6, 0, 4, 1, 2, 5, 7, 1, 2, 5, 0, 5, 0, 1, 0, 0, 0, 2, 0, 2, 1, 7, 3, 0, 4, 0, 3, 2, 1, 2, 0, 3, 0, 3, 3, 1, 6, 8, 1, 0, 5, 1, 1, 0, 1, 2, 0, 0, 1, 2, 0, 3, 1, 1, 0, 3, 0, 1, 1, 0, 4, 0, 6, 0, 6, 1, 0, 2, 8, 1, 2, 0, 1, 2, 0, 3, 3, 1, 0, 8, 3, 0, 5, 8, 0, 3, 0, 8, 0, 0, 1, 3, 7, 2, 6, 4, 1, 2, 0, 2, 2, 0, 2, 0, 1, 7, 0, 2, 2, 3, 6, 8, 1, 5, 6, 7, 4, 0, 2, 1, 3, 2, 3, 2, 5, 8, 1, 5, 7, 0, 2, 7, 1, 1, 0, 6, 2, 0, 2, 3, 2, 1, 0, 2, 4, 1, 3, 0, 5, 0, 1, 2, 1, 1, 0, 0, 0, 0, 2, 6, 3, 3, 0, 2, 2, 6, 0, 4, 6, 1, 2, 7, 0, 0, 1, 0, 0, 7, 1, 1, 2, 0, 2, 1, 8, 4, 8, 0, 0, 0, 0, 2, 6, 7, 5, 8, 1, 5, 0, 0, 3, 0, 1, 5]","[6357360, 14036433, 6620074, 14036433, 5167860, 6620074, 9108624, 6620075, 6620074, 9108624, 6620075, 6357360, 13907227, 9108624, 13907227, 10419746, 9108624, 9108624, 13907227, 9108624, 10423932, 9108624, 12010842, 8564148, 9108624, 9108624, 13907227, 14036433, 13907227, 14036433, 10419746, 5167860, 10419746, 9108624, 14167861, 12010842, 6357360, 14167861, 8100447, 6357360, 13907227, 5167860, 9108624, 14167861, 6620075, 14036433, 6620075, 6620075, 9108624, 12010842, 9108624, 6357360, 9108624, 10419746, 6357360, 6620075, 13907227, 6620075, 5167860, 12010842, 14036433, 6357360, 6620075, 13907227, 6620075, 13907227, 5167860, 6357360, 10419746, 8100447, 9108624, 9108624, 14167861, 6357360, 6357360, 9108624, 9108624, 6357360, 9108624, 9108624, 6357360, 5167860, 9108624, 13907227, 14036433, 14036433, 9108624, 6357360, 6620075, 14036433, 9108624, 9108624, 13907227, 9108624, 10419746, 9108624, 10419746, 6357360, 6620075, 6357360, 8822589, 12010842, 6357360, 9108624, 14404760, 14036433, 9108624, 6357360, 6357360, 14404760, 9108624, 14404757, 6357360, 9108624, 5167860, 12901342, 9108624, 13907227, 9108624, 10423932, 6620074, 6620075, 9108624, 13907227, 10423932, 6357360, 10423932, 14167861, 6357360, 6357360, 6620075, 6357360, 6357360, 9108624, 6357360, 14404760, 6357360, 8564148, 9108624, 13907227, 14036433, 6357360, 10423932, 8100447, 8358530, 13907227, 12901342, 8564148, 5167860, 9108624, 6357360, 6357360, 13907227, 13907227, 12010842, 6357360, 14167861, 8100447, 9108624, 14167861, 10423932, 9108624, 13907227, 10423932, 14404760, 14404760, 9108624, 10419746, 13907227, 6620075, 6357360, 6357360, 12010842, 9108624, 9108624, 6357360, 13907227, 6357360, 5167860, 9108624, 10419746, 9108624, 6357360, 12010842, 6357360, 6357360, 9108624, 6620075, 6620075, 9108624, 6357360, 10419746, 6357360, 13907227, 9108624, 6357360, 6357360, 10423932, 14404760, 14167861, 14167861, 14404760, 12010842, 10419746, 6620074, 9108624, 6357360, 9108624, 9108624, 10419746, 6357360, 6357360, 6357360, 6620075, 6357360, 9108624, 8100447, 14167861, 8100447, 6620075, 9108624, 9108624, 9108624, 6357360, 10419746, 10419746, 10419746, 12901342, 14404760, 13907227, 14404760, 6620075, 13907227, 9108624, 14404760, 13907227]"
"우드블라인드","441.0","61.0","2.69","{0=17, 1=8, 2=11, 3=5, 4=3, 5=5, 6=5, 7=4, 8=3}","[4, 0, 5, 0, 1, 0, 7, 5, 0, 0, 2, 3, 0, 2, 3, 1, 2, 6, 2, 2, 0, 1, 8, 0, 2, 7, 0, 0, 0, 2, 0, 8, 1, 0, 4, 2, 4, 7, 0, 7, 6, 6, 1, 0, 2, 0, 1, 0, 6, 2, 1, 6, 5, 3, 8, 3, 1, 3, 2, 5, 5]","[9836369, 13918867, 12378068, 13918867, 13753054, 13918867, 11008477, 9836369, 13918867, 13918867, 9666398, 9684904, 13918867, 9666398, 13753054, 13753054, 9666398, 2107305, 9666398, 9666398, 13918867, 13753054, 7415591, 13918867, 9666398, 11008477, 13918867, 13918867, 13918867, 9666398, 13918867, 12752151, 13753054, 13918867, 11008478, 9666398, 11008478, 11008477, 13918867, 2107305, 2107305, 9836369, 13753054, 13918867, 9666398, 13918867, 13753054, 13918867, 12112155, 9666398, 13753054, 2107305, 11008478, 9684904, 12752151, 9684904, 13753054, 9684904, 9666398, 11008478, 12378068]"
"자석후크","243.0","40.0","3.53","{0=6, 1=4, 2=6, 3=6, 4=4, 5=3, 6=3, 7=6, 8=2}","[8, 7, 2, 7, 1, 3, 4, 6, 3, 8, 0, 2, 2, 3, 6, 4, 1, 7, 7, 0, 4, 3, 7, 5, 5, 1, 3, 7, 0, 6, 3, 1, 0, 2, 0, 0, 2, 4, 5, 2]","[15290096, 6036320, 9910293, 15290096, 11417771, 12236650, 14043558, 10455702, 12236650, 7558565, 10132463, 9910293, 9910293, 12236650, 10455702, 14043558, 11417771, 15290096, 6036320, 10132463, 14043558, 12236650, 15290096, 7123464, 7123464, 11417771, 12236650, 15290096, 10132463, 10455702, 12236650, 11417771, 10132463, 9910293, 10132463, 10132463, 9910293, 14043558, 7123464, 9910293]"
"페브릭쇼파","61.0","8.0","4.5","{0=1, 1=1, 2=1, 5=1, 6=2, 8=2}","[2, 6, 1, 8, 8, 6, 5, 0]","[9557990, 10577468, 13045689, 13898239, 13898240, 13981621, 10577468, 11566951]"
"맥북","578.0","23.0","2.09","{0=5, 1=11, 2=1, 5=1, 6=5}","[0, 0, 1, 6, 1, 0, 1, 1, 1, 6, 6, 1, 1, 2, 1, 5, 6, 6, 0, 1, 1, 0, 1]","[11475880, 11475880, 11467117, 13805372, 11467117, 11475880, 11467117, 11467117, 11467117, 13805372, 13805372, 11467117, 11467117, 11433534, 11467117, 13467017, 13805372, 13805372, 11475880, 11467117, 11467117, 11475880, 11467117]"
"화분","3129.0","312.0","3.04","{0=56, 1=34, 2=52, 3=49, 4=40, 5=31, 6=18, 7=15, 8=17}","[5, 2, 0, 2, 8, 0, 4, 0, 2, 1, 4, 1, 2, 4, 2, 2, 7, 2, 2, 0, 2, 2, 3, 4, 7, 8, 0, 8, 3, 1, 0, 3, 0, 2, 1, 5, 8, 3, 0, 1, 0, 0, 5, 8, 4, 5, 1, 0, 4, 4, 4, 3, 0, 1, 6, 0, 3, 4, 7, 3, 3, 3, 2, 1, 6, 4, 2, 3, 2, 0, 5, 7, 2, 3, 4, 0, 0, 5, 4, 4, 0, 7, 3, 2, 6, 3, 0, 7, 3, 1, 0, 0, 4, 0, 5, 1, 4, 5, 1, 3, 0, 0, 1, 6, 1, 6, 4, 2, 8, 0, 2, 3, 2, 4, 2, 0, 3, 0, 5, 4, 5, 2, 2, 0, 0, 8, 2, 5, 3, 2, 3, 1, 3, 3, 3, 0, 8, 3, 0, 6, 6, 6, 1, 3, 5, 2, 0, 3, 8, 3, 4, 1, 3, 4, 8, 2, 3, 0, 6, 5, 2, 7, 5, 0, 2, 7, 7, 3, 8, 2, 8, 7, 2, 0, 0, 1, 0, 1, 3, 2, 5, 7, 3, 1, 0, 6, 3, 3, 2, 4, 4, 3, 7, 3, 2, 2, 6, 5, 6, 7, 1, 3, 0, 3, 2, 2, 4, 2, 0, 2, 1, 3, 7, 6, 0, 4, 3, 5, 3, 1, 2, 0, 2, 4, 8, 1, 3, 6, 8, 1, 4, 0, 5, 0, 1, 3, 1, 2, 3, 1, 5, 0, 5, 0, 1, 4, 5, 4, 2, 2, 4, 0, 5, 3, 5, 0, 1, 2, 4, 5, 1, 4, 1, 5, 0, 3, 0, 6, 1, 2, 4, 3, 0, 5, 3, 3, 0, 4, 0, 0, 4, 6, 5, 8, 4, 4, 0, 2, 3, 7, 8, 5, 8, 2, 2, 6, 0, 2, 5, 2, 2, 4, 1, 5, 1, 5, 4, 2, 0, 6, 4, 4]","[10549909, 14714404, 10621044, 14714404, 10419763, 10621044, 12035890, 14714404, 14714404, 12866962, 12035890, 12866962, 14714404, 12035890, 14714404, 14714404, 12302043, 14714404, 14714404, 10419768, 14714404, 14714404, 9682936, 10549909, 10419763, 11916984, 14714404, 12302043, 9682936, 14714404, 14714404, 53478, 10419768, 12035890, 12866962, 10549909, 12302043, 9682936, 14714404, 12866962, 10419768, 10419768, 10549909, 10419763, 12035890, 10549909, 12866962, 10621044, 9308009, 12035890, 12035890, 12035890, 14714404, 12866962, 9041422, 10419768, 9682936, 12035890, 10419763, 10549909, 9682936, 10549909, 14714404, 12866962, 9041422, 12035890, 14714404, 9682936, 12035890, 14714404, 10549909, 12302043, 14714404, 12035890, 9308009, 10621044, 14714404, 12302043, 10549909, 12035890, 14714404, 12302043, 7461319, 14714404, 10549909, 10549909, 14714404, 12302043, 9682936, 12866962, 10419768, 14714404, 12035890, 14714404, 10549909, 12866962, 12035890, 10549909, 12866962, 9682936, 14714404, 10419768, 12866962, 10549909, 12866962, 11938213, 12035890, 14714404, 11916984, 10419768, 14714404, 9682936, 14714404, 9308009, 14714404, 10419768, 9308009, 14714404, 9041422, 12035890, 10549909, 14714404, 12035890, 10419768, 14714404, 12302043, 12866962, 10549909, 10549909, 14714404, 10549909, 12866962, 9682936, 12035890, 10549909, 14714404, 14689182, 9682936, 14714404, 12302043, 3178797, 9041422, 12866962, 9682936, 10549909, 14714404, 10419768, 10549909, 14689182, 10549909, 10549909, 12866962, 9682936, 12035890, 10419763, 12035890, 9308009, 10621044, 9041422, 10549909, 14714404, 12302043, 12035890, 14714404, 14714404, 12302043, 12302043, 10549909, 12302043, 14714404, 10419763, 11938213, 14714404, 10621044, 14714404, 12866962, 14714404, 12866962, 9308009, 14714404, 9041422, 12302043, 9682936, 12866962, 10621044, 10549909, 12035890, 9308009, 14714404, 9308009, 7461319, 9682936, 12302043, 9682936, 14714404, 14714404, 11938213, 10549909, 10549909, 12302043, 12866962, 12035890, 10419768, 9308009, 14714404, 14714404, 12035890, 14714404, 14714404, 14714404, 12866962, 9308009, 12302043, 3178797, 10419768, 9308009, 10549909, 10549909, 9682936, 12866962, 12035890, 14714404, 14714404, 12035890, 12302043, 12866962, 12035890, 3178797, 12302043, 12866962, 10549909, 14714404, 10549909, 14714404, 12866962, 9682936, 12866962, 12035890, 9682936, 12866962, 12302043, 14714404, 10549909, 10621044, 12866962, 9308009, 12035890, 10549909, 14714404, 14714404, 10549909, 14714404, 10549909, 9682936, 12035890, 14714404, 12866962, 14714404, 12035890, 10549909, 14714404, 12035890, 12866962, 10549909, 14714404, 9682936, 10621044, 11938213, 12866962, 14714404, 9308009, 9682936, 10419768, 10549909, 53478, 9682936, 10419768, 12035890, 10419768, 10419768, 12035890, 12302043, 10549909, 10419763, 9308009, 12035890, 10419768, 14714404, 9682936, 12302043, 12302043, 10549909, 11916984, 14714404, 14714404, 9041422, 10419768, 14714404, 12302043, 14714404, 14714404, 10549909, 12866962, 12035890, 12866962, 10549909, 12035890, 12866962, 10419768, 9041422, 12035890, 12035890]"
"티슈커버","136.0","10.0","2.7","{0=2, 1=4, 3=1, 4=1, 8=2}","[8, 8, 1, 3, 4, 1, 1, 0, 1, 0]","[11611236, 11611236, 15160059, 6414243, 15361916, 15160059, 15160059, 8189501, 15160059, 8189501]"
"접이식침대","392.0","58.0","2.26","{0=25, 1=9, 2=2, 3=1, 4=3, 5=10, 6=4, 7=3, 8=1}","[0, 4, 0, 3, 1, 6, 5, 5, 0, 0, 6, 1, 0, 4, 5, 0, 7, 0, 1, 0, 2, 0, 0, 0, 0, 0, 5, 1, 6, 5, 5, 1, 7, 0, 0, 0, 0, 4, 5, 0, 1, 0, 0, 2, 1, 0, 1, 6, 5, 0, 0, 5, 5, 0, 0, 1, 7, 8]","[14795341, 7599812, 14795341, 7599812, 13866321, 12398788, 7599812, 9103714, 14795341, 14795341, 12398788, 9479785, 14795341, 7599812, 7599812, 14795341, 12398788, 14795341, 9479785, 14795341, 7599812, 14795341, 14795341, 14795341, 14795341, 14795341, 7599812, 9479785, 12398788, 7599812, 7599812, 9479785, 12398788, 14795341, 14795341, 14795341, 14795341, 7599812, 9103714, 14795341, 13866321, 14795341, 14795341, 9479785, 13866321, 14795341, 9479785, 12398788, 7599812, 14795341, 14795341, 9103714, 7599812, 14795341, 14795341, 9479785, 12398788, 11367373]"
"1400 식탁","14.0","1.0","4.0","{4=1}","[4]","[13541493]"
"향수선반","13.0","4.0","2.75","{1=1, 2=1, 3=1, 5=1}","[1, 5, 2, 3]","[7857431, 5600425, 8074637, 9002136]"
