"search_keyword","qc","card_cc","avg_object_idx","click_ranking","object_idx_list","object_id_list"
"그릇건조대","225.0","48.0","3.38","{0=10, 1=8, 2=6, 3=2, 4=3, 5=6, 6=3, 7=4, 8=6}","[1, 2, 6, 2, 6, 0, 6, 1, 7, 5, 8, 4, 7, 4, 0, 5, 1, 0, 1, 1, 3, 3, 8, 2, 0, 5, 2, 0, 8, 0, 7, 1, 1, 5, 0, 8, 8, 1, 0, 8, 2, 7, 0, 2, 5, 0, 4, 5]","[3031256, 3402484, 35992, 3402484, 7210420, 9927828, 35992, 3031256, 9462544, 7210420, 14593169, 10959880, 12927170, 8462667, 9927828, 7210420, 3031256, 9177296, 3031256, 3031256, 5437332, 10959880, 14593169, 14259548, 10959865, 7210420, 3402484, 10959865, 14593169, 10959865, 12927170, 3031256, 3031256, 12927170, 10959865, 3004271, 3004271, 3031256, 10959865, 14593169, 14259548, 12927170, 9927828, 14259548, 7210420, 9927828, 9462544, 7210420]"
"아기옷정리","21.0","8.0","3.25","{0=4, 5=1, 7=3}","[7, 0, 0, 7, 5, 0, 7, 0]","[6213434, 13874440, 13874440, 11401847, 9528783, 13874440, 6213434, 13874440]"
"욕실휴지통","22.0","6.0","5.17","{2=2, 3=1, 8=3}","[8, 2, 8, 3, 8, 2]","[13009456, 12623007, 9412543, 11579057, 9412543, 8475181]"
"키캡","21.0","2.0","1.5","{1=1, 2=1}","[1, 2]","[12276010, 13704209]"
"벽수납","59.0","6.0","3.5","{0=2, 3=1, 5=1, 6=1, 7=1}","[5, 7, 3, 0, 0, 6]","[67999, 12013231, 49917, 8861116, 8861116, 12242636]"
"우드발","15.0","6.0","2.33","{0=3, 1=1, 5=1, 8=1}","[0, 1, 5, 0, 0, 8]","[10524252, 12284861, 4359343, 10524252, 10524252, 14102608]"
"탁상시계","1179.0","120.0","3.52","{0=12, 1=12, 2=30, 3=7, 4=12, 5=23, 6=6, 7=14, 8=4}","[2, 3, 5, 5, 6, 5, 8, 1, 6, 2, 2, 0, 2, 5, 7, 0, 2, 5, 8, 0, 5, 1, 3, 5, 4, 1, 2, 1, 5, 4, 7, 4, 1, 0, 5, 4, 2, 2, 7, 6, 3, 7, 0, 0, 3, 0, 1, 0, 0, 7, 6, 4, 5, 5, 2, 2, 7, 4, 5, 2, 7, 7, 1, 2, 2, 5, 2, 8, 2, 2, 5, 6, 2, 2, 4, 4, 5, 1, 5, 1, 2, 3, 3, 0, 2, 3, 4, 2, 5, 5, 6, 5, 1, 7, 0, 5, 2, 7, 2, 4, 5, 2, 2, 7, 1, 2, 7, 2, 7, 2, 5, 4, 1, 4, 5, 2, 8, 2, 7, 0]","[9297453, 10608654, 9297453, 9015716, 9015716, 9297453, 11081906, 10959851, 9015716, 10521207, 9297453, 9693346, 10521207, 9015716, 11081906, 9693346, 10521207, 11081906, 10516013, 9693346, 9015716, 10959851, 9297453, 9015716, 14600128, 10959851, 10521207, 10959851, 11081906, 14600128, 11081906, 9297453, 10959850, 9693346, 9297453, 9297453, 10521207, 10521207, 11081906, 9015716, 9297453, 11081906, 9693346, 9693346, 9297453, 9693346, 10959850, 10625398, 10625398, 11916188, 11916188, 11081906, 11081906, 9297453, 9297453, 10521207, 11081906, 9015716, 9015716, 10521207, 9015716, 11081906, 10959851, 9693346, 9693346, 9015716, 10521207, 10516013, 10521207, 10521207, 9015716, 11081906, 9693346, 10521207, 10521207, 9015716, 9297453, 10959851, 9015716, 10959851, 10521207, 10959850, 9297453, 10625398, 9693346, 10959850, 9015716, 9693346, 9015716, 9297453, 11081906, 9297453, 10959851, 11081906, 9693346, 11081906, 10521207, 11081906, 10521207, 10521207, 9015716, 9297453, 9693346, 11081906, 10959850, 10521207, 9015716, 9693346, 11081906, 10521207, 9015716, 10521207, 12131275, 9015716, 9015716, 9297453, 11081906, 9297453, 11081906, 10608654]"
"동서가구서랍장","20.0","3.0","4.67","{2=1, 6=2}","[6, 2, 6]","[3760625, 12710730, 3760625]"
"서재거실","42.0","21.0","2.71","{0=9, 1=3, 3=1, 4=1, 5=1, 6=2, 7=2, 8=2}","[7, 1, 0, 0, 6, 0, 4, 0, 1, 1, 0, 8, 0, 0, 5, 6, 8, 0, 7, 3, 0]","[11766521, 9314286, 9314286, 9314286, 14831879, 9314286, 8185165, 9314286, 11030313, 9314286, 9314286, 14831879, 9314286, 9314286, 8185165, 8619183, 14438279, 9314286, 14831879, 11766521, 9314286]"
"깊은수납장","28.0","2.0","2.0","{0=1, 4=1}","[0, 4]","[11415847, 13908935]"
"가위집게","10.0","3.0","2.0","{0=2, 6=1}","[6, 0, 0]","[8188632, 14884214, 14884214]"
"리샘화장대","16.0","2.0","6.0","{4=1, 8=1}","[4, 8]","[12308138, 2597376]"
"옷압축","12.0","1.0","0.0","{0=1}","[0]","[3590691]"
"열기구","14.0","1.0","4.0","{4=1}","[4]","[12133325]"
"와이드체스트","19.0","3.0","2.0","{0=1, 1=1, 5=1}","[0, 5, 1]","[12904157, 9343383, 11871665]"
"투명독서대","16.0","1.0","0.0","{0=1}","[0]","[13889325]"
"벽테이블","17.0","3.0","1.67","{0=1, 2=1, 3=1}","[2, 3, 0]","[15001939, 15001939, 11298945]"
"호텔프레임","13.0","2.0","4.5","{4=1, 5=1}","[4, 5]","[13268399, 13268399]"
"무선충전기","286.0","35.0","2.91","{0=7, 1=9, 2=4, 3=2, 4=1, 5=5, 6=2, 7=2, 8=3}","[1, 1, 0, 0, 3, 0, 2, 5, 2, 5, 1, 2, 0, 1, 6, 7, 0, 1, 8, 2, 5, 0, 5, 1, 6, 4, 1, 7, 8, 8, 5, 0, 3, 1, 1]","[14909067, 14909067, 11484589, 11484589, 8945283, 14230624, 11485498, 702204, 13381809, 9344085, 14909067, 13381809, 11484589, 13381809, 15228704, 11915500, 14230624, 11122185, 11484589, 13381809, 9344085, 11484589, 9344085, 14909067, 15228704, 11476544, 14909067, 11915500, 14909067, 11484589, 9344085, 14230624, 12111967, 14909067, 14909067]"
"누빔매트리스커버","67.0","5.0","4.6","{0=1, 4=1, 5=1, 6=1, 8=1}","[5, 6, 0, 8, 4]","[8381390, 4357521, 8521715, 4372873, 11635922]"
"라탄 수납장","51.0","3.0","1.0","{0=1, 1=1, 2=1}","[1, 2, 0]","[11616638, 11508003, 11800600]"
"언더베드 리빙박스","12.0","3.0","2.33","{1=1, 2=1, 4=1}","[2, 1, 4]","[13541015, 13541015, 13375735]"
"주방기구","10.0","1.0","4.0","{4=1}","[4]","[4379499]"
"대림바스","43.0","2.0","1.0","{0=1, 2=1}","[0, 2]","[4810228, 11111698]"
"수경식물","156.0","27.0","2.44","{0=8, 1=3, 2=6, 3=2, 4=2, 5=2, 6=2, 7=1, 8=1}","[0, 1, 0, 0, 0, 0, 4, 1, 2, 7, 8, 2, 5, 5, 2, 0, 4, 6, 6, 3, 2, 0, 1, 0, 3, 2, 2]","[9836691, 12970655, 9836691, 9836691, 9836691, 9836691, 9836692, 11233034, 12916403, 11224784, 11936645, 11233034, 9209269, 9209269, 12916403, 9836691, 9836692, 9828968, 11224784, 9836692, 11233034, 9836691, 12970655, 9836691, 12970655, 11233034, 12473003]"
"코타츠","193.0","29.0","2.1","{0=10, 1=5, 2=4, 3=3, 4=2, 5=3, 8=2}","[3, 2, 2, 0, 4, 8, 0, 0, 3, 1, 0, 5, 0, 0, 5, 1, 2, 5, 3, 0, 2, 0, 1, 1, 4, 0, 8, 0, 1]","[12729063, 13334279, 13334279, 12995267, 14256532, 9124983, 12995267, 12995267, 13150788, 13942026, 12995267, 13546710, 12995267, 12995267, 14378809, 13516702, 13516702, 14378809, 12437654, 12995267, 13516702, 12995267, 13942026, 13516702, 14256532, 12995267, 13153296, 12995267, 13516702]"
"세라믹원형테이블","12.0","3.0","4.0","{3=1, 4=1, 5=1}","[3, 5, 4]","[15008609, 12024007, 12024007]"
"수납파티션","22.0","1.0","0.0","{0=1}","[0]","[10745123]"
"아기모빌","11.0","4.0","3.25","{0=1, 2=1, 3=1, 8=1}","[8, 2, 0, 3]","[7499755, 12761048, 13507361, 11977534]"
"루이스폴센","368.0","39.0","3.62","{0=8, 1=4, 2=6, 4=6, 5=3, 6=3, 7=4, 8=5}","[4, 0, 0, 6, 0, 8, 8, 4, 8, 0, 4, 4, 1, 7, 2, 1, 6, 7, 5, 0, 2, 7, 0, 5, 4, 5, 0, 6, 2, 0, 8, 4, 2, 7, 2, 1, 8, 2, 1]","[11630999, 10540537, 10540537, 13591479, 10540537, 15134703, 10250076, 13142757, 15134703, 10540537, 14785596, 13142757, 13591479, 13142757, 10250293, 10540537, 10250076, 14928099, 13365560, 10540537, 15165475, 10250076, 10540537, 13142757, 13810982, 13591479, 10148781, 14785596, 13591479, 10540537, 2747497, 11630999, 10540537, 10250076, 13591479, 15165475, 14928099, 13591479, 13591479]"
"거실식탁","153.0","42.0","3.67","{0=6, 1=2, 2=7, 3=3, 4=3, 5=12, 6=7, 7=1, 8=1}","[3, 4, 2, 5, 6, 0, 6, 2, 3, 4, 5, 5, 0, 5, 0, 6, 0, 5, 2, 0, 5, 1, 5, 1, 7, 2, 0, 2, 4, 5, 2, 6, 5, 6, 6, 5, 8, 5, 6, 3, 2, 5]","[12468656, 11460706, 12468656, 12468656, 11460706, 3612031, 14117171, 12468656, 11460706, 12468656, 11460706, 14117171, 3612031, 11460706, 3612031, 11460706, 3612031, 3838375, 11914627, 3612031, 14117171, 10871736, 14117171, 10871736, 14117171, 10871736, 3612031, 12468656, 11460706, 14117171, 10871736, 11460706, 11460706, 14117171, 13846929, 14117171, 14411471, 14117171, 14117171, 12468656, 10871736, 14117171]"
"정수기받침대","10.0","3.0","3.33","{0=1, 3=1, 7=1}","[3, 7, 0]","[15228963, 6224694, 7308940]"
"야외 테이블","20.0","3.0","4.0","{2=1, 4=1, 6=1}","[2, 4, 6]","[12118440, 12796342, 12322017]"
"조립식데크","14.0","6.0","4.33","{0=1, 2=1, 3=1, 7=3}","[7, 2, 7, 0, 3, 7]","[13203101, 13634951, 13203101, 11060936, 12237379, 13203101]"
"올비아","10.0","9.0","5.78","{1=2, 3=1, 7=1, 8=5}","[8, 1, 7, 3, 8, 8, 1, 8, 8]","[11340147, 10803243, 11340147, 15268989, 11340147, 14378627, 10803243, 11340147, 14378627]"
"피아바","35.0","4.0","1.25","{0=1, 1=1, 2=2}","[1, 0, 2, 2]","[13710813, 2799068, 10784397, 10784397]"
"까사마루","183.0","5.0","2.6","{0=2, 2=1, 3=1, 8=1}","[2, 8, 0, 3, 0]","[14635816, 14541808, 13658972, 14541806, 13658972]"
"11자주방","46.0","20.0","3.6","{0=3, 1=1, 2=2, 3=3, 4=3, 5=5, 6=1, 7=1, 8=1}","[5, 0, 2, 4, 3, 1, 0, 5, 6, 0, 4, 3, 4, 2, 3, 8, 5, 5, 5, 7]","[13811446, 4630001, 13811446, 10339864, 7534399, 13777561, 4630001, 13811446, 4630004, 4630001, 7534399, 11566955, 7534399, 13811446, 11566955, 11121805, 13811446, 10339864, 10339864, 13065778]"
"매직후크","22.0","2.0","6.0","{6=2}","[6, 6]","[13244073, 13244073]"
"이케아 서랍","56.0","2.0","2.5","{0=1, 5=1}","[5, 0]","[11414688, 4469641]"
"옷보관함","23.0","2.0","0.0","{0=2}","[0, 0]","[14074044, 14074044]"
"우드톤","95.0","11.0","3.64","{0=1, 1=2, 2=4, 7=2, 8=2}","[0, 1, 7, 7, 2, 2, 2, 8, 2, 1, 8]","[11686372, 10420974, 14031776, 14031776, 14540897, 14540897, 14540897, 12311610, 14540897, 10420974, 12311610]"
"방수식탁보","250.0","10.0","3.2","{0=2, 1=2, 2=1, 4=1, 5=2, 6=1, 8=1}","[2, 1, 8, 1, 0, 0, 5, 5, 4, 6]","[2910522, 6890360, 12633573, 6890360, 5653368, 6890360, 71868, 10875938, 11058203, 10875938]"
"반자동커피머신","12.0","5.0","2.0","{0=1, 1=1, 2=1, 3=1, 4=1}","[0, 3, 4, 1, 2]","[13261375, 12221454, 10247697, 10885070, 13264308]"
"전골냄비","350.0","23.0","3.13","{0=5, 1=2, 2=2, 3=2, 4=5, 5=4, 6=1, 7=2}","[4, 4, 5, 0, 3, 1, 0, 4, 5, 2, 7, 6, 7, 4, 0, 4, 2, 0, 5, 0, 3, 1, 5]","[13877014, 13877014, 13877014, 9705052, 13716397, 11813206, 9705052, 13716397, 13877014, 9966959, 14573415, 6414241, 14490835, 13877014, 13046056, 13877014, 9966959, 9705052, 6414241, 13046056, 9966959, 11813206, 13877014]"
"주방수납장600","16.0","1.0","1.0","{1=1}","[1]","[7849010]"
"미니 서랍","37.0","1.0","7.0","{7=1}","[7]","[9531183]"
"하트거울","50.0","5.0","1.8","{1=3, 3=2}","[1, 3, 1, 1, 3]","[11719513, 8820590, 11719513, 11719513, 8820590]"
"양키캔들","713.0","21.0","3.1","{0=6, 1=3, 2=1, 3=1, 4=2, 5=3, 6=3, 8=2}","[0, 6, 8, 8, 0, 0, 2, 0, 5, 4, 1, 1, 6, 6, 5, 0, 5, 3, 1, 4, 0]","[8754812, 15225972, 8976266, 8976266, 8754812, 10588037, 8940711, 8754812, 13611485, 15206370, 15171012, 12469128, 15225972, 15225972, 13611485, 8754812, 13611485, 8940711, 15171012, 15206370, 10588037]"
"시멘트","15.0","1.0","4.0","{4=1}","[4]","[14837996]"
"요리집게","29.0","6.0","4.83","{2=1, 4=2, 5=1, 7=2}","[4, 4, 7, 2, 5, 7]","[15009202, 15009202, 15162123, 11415822, 12559401, 11551027]"
"벽걸이행거","79.0","12.0","3.08","{0=3, 2=4, 4=2, 5=1, 8=2}","[2, 8, 2, 0, 4, 4, 2, 2, 5, 0, 0, 8]","[11272295, 12005700, 8924470, 11915512, 12042961, 12042961, 8924470, 8924470, 11616640, 11915512, 11915512, 8924465]"
"인바디","50.0","1.0","1.0","{1=1}","[1]","[15220639]"
"밧드야","304.0","18.0","2.33","{0=2, 1=5, 2=5, 4=3, 5=3}","[0, 5, 5, 1, 2, 4, 5, 1, 1, 4, 1, 1, 2, 2, 2, 4, 0, 2]","[4981338, 8232708, 8232708, 11040440, 12185485, 8109875, 8232708, 11040440, 11040440, 8109875, 11040440, 11040440, 12185485, 12185485, 12185485, 8109875, 4981338, 12185485]"
"데스커1400","54.0","17.0","2.94","{0=2, 1=4, 2=4, 4=3, 6=2, 7=2}","[6, 0, 1, 1, 7, 6, 0, 2, 1, 4, 7, 4, 4, 2, 1, 2, 2]","[6276292, 10137280, 9898833, 9898833, 9650436, 9650436, 7266667, 8996367, 9898833, 10137273, 9650436, 10137273, 10137273, 6276290, 9898833, 6276290, 8996367]"
"보오글","65.0","9.0","3.89","{0=1, 1=2, 2=1, 3=1, 5=1, 7=1, 8=2}","[7, 8, 8, 5, 3, 1, 0, 1, 2]","[12882098, 10392421, 12882098, 12282829, 6969803, 14624144, 13421726, 14624144, 12882096]"
"네이처리빙","115.0","2.0","2.5","{0=1, 5=1}","[0, 5]","[9977417, 14283258]"
"오로라컵","35.0","5.0","2.8","{0=1, 3=3, 5=1}","[5, 0, 3, 3, 3]","[11267984, 8975270, 11885505, 11885505, 11885505]"
"화장실걸이","16.0","2.0","1.0","{0=1, 2=1}","[2, 0]","[12743828, 9684916]"
"수납소파","98.0","10.0","3.9","{2=3, 3=3, 5=2, 6=1, 8=1}","[5, 2, 2, 3, 2, 6, 5, 3, 8, 3]","[3017410, 18301, 18301, 18302, 18301, 18303, 12024692, 18302, 15021544, 18302]"
"커튼헹거","13.0","1.0","0.0","{0=1}","[0]","[5593162]"
"앨리스달튼","15.0","8.0","3.13","{0=1, 3=3, 4=4}","[4, 4, 3, 4, 3, 4, 0, 3]","[4312827, 4312827, 12816959, 4312827, 12816959, 4312827, 10486255, 12816959]"
"마켓비 수납장","217.0","13.0","2.15","{0=5, 1=1, 2=1, 3=2, 4=3, 7=1}","[2, 1, 4, 0, 0, 0, 4, 3, 0, 7, 4, 3, 0]","[5600362, 5296882, 9309838, 15012204, 12466189, 12466189, 9309838, 5600362, 15012204, 6006507, 14708696, 9309838, 12466189]"
"화장실 식물","15.0","8.0","3.25","{0=1, 1=2, 3=3, 7=1, 8=1}","[3, 1, 7, 3, 0, 1, 8, 3]","[13555435, 10855619, 13536064, 13555435, 12997404, 10855619, 4498928, 13555435]"
"거품기","98.0","5.0","1.6","{0=3, 4=2}","[4, 0, 0, 0, 4]","[8657282, 9801037, 9801037, 9801037, 8657282]"
"노트20","25.0","1.0","0.0","{0=1}","[0]","[12609492]"
"전자저울","65.0","4.0","2.25","{0=1, 1=2, 7=1}","[0, 1, 1, 7]","[9674846, 7288740, 7288740, 12383147]"
"털실","12.0","3.0","6.33","{3=1, 8=2}","[8, 3, 8]","[453659, 1998724, 453659]"
"작은책장","11.0","1.0","8.0","{8=1}","[8]","[12118582]"
"미니책꽂이","80.0","11.0","3.18","{0=1, 1=4, 2=1, 4=2, 5=1, 8=2}","[4, 0, 8, 8, 2, 1, 4, 1, 5, 1, 1]","[9484071, 1492934, 14821387, 14821387, 2657275, 13524880, 9484071, 13524880, 11758222, 13524880, 13524880]"
"셋탑박스정리","12.0","1.0","2.0","{2=1}","[2]","[13812638]"
"1인","44.0","2.0","3.0","{3=2}","[3, 3]","[12576489, 12576489]"
"실링팬조명","14.0","2.0","1.0","{0=1, 2=1}","[2, 0]","[13269316, 11904171]"
"피아노","335.0","71.0","2.8","{0=20, 1=15, 2=6, 3=4, 4=5, 5=6, 6=3, 7=4, 8=8}","[1, 1, 1, 1, 5, 0, 0, 5, 1, 6, 0, 0, 0, 8, 1, 0, 3, 0, 5, 1, 2, 2, 0, 8, 0, 0, 0, 7, 0, 7, 4, 1, 1, 0, 0, 2, 1, 1, 1, 1, 8, 0, 0, 4, 2, 2, 0, 8, 0, 5, 3, 7, 5, 2, 5, 1, 4, 3, 0, 3, 8, 8, 8, 1, 4, 6, 7, 8, 4, 6, 0]","[8644247, 8644247, 8644247, 8644247, 8571920, 10470367, 10470367, 11910826, 10470367, 8571920, 14608254, 10470367, 10470367, 13666429, 8644247, 10470367, 8834068, 10470367, 11910826, 8644247, 8644247, 11055801, 10470367, 7832838, 10470367, 10470367, 10470367, 13175061, 14608254, 13175061, 8834068, 8644247, 8644247, 10470367, 14608254, 8644247, 8644247, 8644247, 8644247, 8644247, 7832838, 10470367, 14608254, 8834068, 8644247, 14433217, 10470367, 13666429, 10470367, 11910826, 11055801, 13175061, 8571920, 8644247, 11910826, 8644247, 8834068, 11055801, 14608254, 11910826, 14025320, 7832838, 7832838, 8644247, 8834068, 13175061, 13175061, 11211746, 8834068, 13175061, 10470367]"
"베란다데크","29.0","7.0","2.57","{0=3, 3=1, 5=3}","[0, 5, 3, 5, 0, 5, 0]","[11080843, 11228402, 11060936, 11228402, 11080843, 11228402, 11080843]"
"화분바구니","39.0","12.0","2.5","{0=3, 1=2, 3=3, 4=2, 5=1, 6=1}","[4, 1, 1, 3, 0, 0, 3, 4, 3, 5, 0, 6]","[13292290, 12720438, 12720438, 9655566, 12351209, 12351209, 9655566, 13215509, 9655566, 11395457, 12351209, 13292290]"
"버즈2","74.0","2.0","0.5","{0=1, 1=1}","[0, 1]","[12928010, 12000530]"
"원목 사이드테이블","21.0","3.0","0.67","{0=1, 1=2}","[1, 1, 0]","[9987253, 9987253, 14447924]"
"메모리폼토퍼","49.0","7.0","2.71","{0=2, 1=1, 2=1, 3=1, 5=1, 8=1}","[0, 0, 3, 5, 1, 8, 2]","[9479785, 9479785, 9608127, 7558562, 9608129, 7804449, 9608128]"
"침대서랍","36.0","1.0","0.0","{0=1}","[0]","[11132586]"
"템바보드 수납장","19.0","3.0","3.33","{1=2, 8=1}","[1, 1, 8]","[12694641, 12694641, 12037231]"
"융스위치","54.0","25.0","2.24","{0=5, 1=9, 2=3, 3=1, 4=1, 5=2, 6=4}","[0, 3, 4, 5, 1, 1, 6, 1, 1, 2, 1, 6, 2, 0, 1, 1, 5, 0, 1, 0, 6, 6, 2, 0, 1]","[10164028, 13884357, 13900826, 10164035, 13065764, 13065764, 7135983, 13065764, 13065764, 11048594, 13065764, 7135983, 11048594, 10164028, 13065764, 13065764, 10164035, 10164028, 13065764, 10164028, 7135983, 7135983, 11048594, 10164028, 13065764]"
"이동식책장","41.0","4.0","2.75","{0=1, 2=1, 4=1, 5=1}","[2, 4, 0, 5]","[11647322, 4720896, 14085226, 4720896]"
"집게핀","24.0","4.0","1.75","{1=1, 2=3}","[2, 2, 2, 1]","[12029518, 12029518, 12029518, 7861186]"
"소금통","37.0","5.0","4.4","{1=1, 3=1, 6=3}","[3, 6, 6, 1, 6]","[9069315, 6340580, 6340580, 10959871, 6340580]"
"말름","38.0","13.0","2.77","{0=5, 1=1, 2=1, 4=3, 6=1, 7=1, 8=1}","[0, 8, 0, 4, 7, 0, 4, 0, 6, 0, 2, 4, 1]","[9937378, 4474983, 9937378, 9479770, 12733387, 9937378, 9479770, 9937378, 9937377, 9937378, 11988685, 9479770, 11995774]"
"바닥시공","19.0","6.0","1.17","{0=3, 1=1, 2=1, 4=1}","[0, 2, 1, 0, 0, 4]","[13381766, 9733707, 14888103, 13381766, 13381766, 13111240]"
"테이블다리","28.0","2.0","1.5","{1=1, 2=1}","[2, 1]","[12974775, 11029646]"
"책정리","106.0","8.0","3.13","{1=3, 2=2, 5=2, 8=1}","[8, 2, 2, 1, 5, 1, 1, 5]","[949299, 3843697, 7715591, 3843697, 1143362, 9473166, 3843697, 706483]"
"코렐 스누피","12.0","1.0","2.0","{2=1}","[2]","[5535702]"
"하노버","24.0","3.0","4.33","{1=1, 5=1, 7=1}","[7, 1, 5]","[436677, 14564328, 2891098]"
"천포스터","18.0","4.0","3.25","{0=1, 1=1, 4=1, 8=1}","[0, 4, 1, 8]","[14414745, 14504074, 11936912, 13924133]"
"잡동사니","20.0","1.0","5.0","{5=1}","[5]","[14632747]"
"갈색몰딩","28.0","4.0","3.5","{2=2, 5=2}","[2, 5, 2, 5]","[14989171, 4669609, 14989175, 4669609]"
"갈대","35.0","2.0","0.0","{0=2}","[0, 0]","[12694640, 12694640]"
"포스터 커튼","19.0","1.0","0.0","{0=1}","[0]","[13390931]"
"테이블조명","93.0","11.0","0.82","{0=8, 2=1, 3=1, 4=1}","[2, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0]","[9272500, 10615118, 13214385, 10615118, 10615118, 10615118, 10615118, 10615118, 10615118, 13214385, 10615118]"
"포스터 ","28.0","2.0","2.5","{2=1, 3=1}","[3, 2]","[11347633, 9377087]"
"스마일컵","19.0","1.0","8.0","{8=1}","[8]","[3760198]"
"턴테이블 선반","36.0","14.0","3.14","{0=3, 1=3, 2=2, 3=1, 5=1, 6=1, 7=1, 8=2}","[1, 2, 2, 1, 7, 5, 1, 0, 8, 0, 3, 8, 0, 6]","[4608849, 8772202, 8772202, 4608849, 8717445, 15277001, 4608849, 12861537, 7205873, 12861537, 11596260, 7205873, 12861537, 15046350]"
"데코뷰 러그","38.0","1.0","0.0","{0=1}","[0]","[13452165]"
"한샘매트리스","26.0","1.0","1.0","{1=1}","[1]","[12510668]"
"세라믹6인식탁","15.0","8.0","4.13","{0=1, 2=2, 4=1, 5=2, 7=1, 8=1}","[5, 0, 2, 2, 7, 8, 4, 5]","[5843287, 13267761, 13572623, 13572623, 2150974, 8189455, 12355485, 5843287]"
"써큘레이터","142.0","15.0","0.6","{0=10, 1=3, 3=2}","[0, 0, 1, 3, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0]","[11732113, 11732113, 11834525, 11732117, 11834525, 11732113, 11732113, 11834525, 11732113, 11732113, 11732113, 11732117, 11732113, 11732113, 11732113]"
"침대소파","89.0","9.0","2.33","{0=2, 1=3, 3=2, 5=1, 7=1}","[0, 7, 1, 3, 3, 1, 5, 1, 0]","[13874364, 8977450, 51194, 13918935, 13918935, 51194, 8938891, 51194, 13874364]"
"이케아행거","56.0","6.0","5.0","{1=1, 3=1, 4=1, 6=1, 8=2}","[1, 8, 3, 8, 4, 6]","[11718833, 9114059, 12259644, 9114059, 19391, 14595066]"
"이끼","99.0","21.0","4.38","{0=2, 1=3, 2=1, 4=2, 5=2, 6=9, 7=1, 8=1}","[0, 6, 5, 5, 0, 7, 6, 4, 1, 6, 6, 1, 6, 6, 1, 8, 6, 6, 6, 4, 2]","[13067567, 10510118, 11659972, 11659972, 13067567, 11659971, 10510118, 14371251, 12907992, 10510118, 10510118, 12907992, 10510118, 10510118, 12907992, 14523725, 10510118, 10510118, 10510118, 14371251, 14215821]"
"간이책상","71.0","14.0","3.0","{0=1, 1=2, 2=4, 3=2, 4=2, 5=2, 8=1}","[4, 2, 2, 8, 5, 0, 4, 1, 3, 1, 5, 3, 2, 2]","[14849245, 12900134, 12900134, 10693859, 13363203, 9998498, 14849245, 15237814, 14795251, 15237814, 13363203, 14795251, 12900134, 12900134]"
"예닮","31.0","2.0","5.0","{4=1, 6=1}","[4, 6]","[11779597, 13069949]"
"모서리책상","33.0","6.0","1.5","{1=3, 2=3}","[2, 1, 1, 2, 2, 1]","[9825982, 9363724, 9363724, 9825982, 9825982, 9825982]"
"마샬거치대","15.0","9.0","5.0","{0=1, 3=2, 4=1, 6=2, 7=1, 8=2}","[3, 7, 4, 8, 6, 0, 6, 3, 8]","[14271146, 13531799, 9074218, 5156353, 8265195, 14542188, 8265195, 14271146, 5156353]"
"수납서랍장","27.0","10.0","4.7","{0=1, 1=1, 2=1, 3=1, 6=3, 7=1, 8=2}","[7, 8, 1, 8, 2, 0, 6, 3, 6, 6]","[9194217, 9205016, 12403564, 9205016, 12403566, 11936905, 11596268, 8832362, 11596268, 11596268]"
"리퍼청소기","31.0","1.0","6.0","{6=1}","[6]","[15240647]"
"정원","82.0","30.0","3.47","{0=9, 1=2, 3=6, 4=2, 5=1, 6=2, 7=5, 8=3}","[6, 0, 8, 3, 8, 1, 7, 8, 0, 5, 6, 0, 7, 4, 7, 0, 0, 3, 7, 3, 1, 3, 7, 0, 3, 4, 3, 0, 0, 0]","[13252874, 4029884, 14777708, 8964385, 4029884, 10730617, 4029884, 14777708, 10030736, 12376098, 14777708, 10030736, 4029884, 12376098, 14777708, 10030736, 10030736, 12376098, 14777708, 9263294, 10730617, 9263294, 15124827, 10030736, 9263294, 12376098, 8964385, 10030736, 10030736, 4029884]"
"바지걸이행거","272.0","19.0","2.63","{0=8, 1=2, 3=3, 5=2, 6=1, 7=1, 8=2}","[0, 3, 0, 3, 5, 8, 0, 3, 0, 0, 8, 6, 7, 1, 5, 1, 0, 0, 0]","[11952640, 13438306, 11952640, 13438306, 11918812, 11918782, 11952640, 13438306, 11952640, 11952640, 11918786, 11918796, 12933747, 9861447, 11918812, 9861447, 11952640, 11952640, 11952640]"
"행복주택36","12.0","4.0","2.25","{1=2, 2=1, 5=1}","[2, 1, 1, 5]","[8467441, 7832743, 7832743, 2323518]"
"벽걸이수납","33.0","6.0","2.5","{0=2, 3=3, 6=1}","[3, 0, 3, 0, 3, 6]","[8228887, 12952297, 8228887, 12952297, 8228887, 455]"
"온드","27.0","3.0","3.33","{1=1, 2=1, 7=1}","[1, 2, 7]","[14076387, 14076387, 13855202]"
"원터치텐트","66.0","8.0","3.25","{1=4, 4=1, 6=3}","[6, 6, 1, 1, 1, 6, 1, 4]","[14130009, 14130009, 14376376, 14376376, 14376376, 14130009, 14376376, 13960745]"
"뮤즈","22.0","1.0","1.0","{1=1}","[1]","[14420007]"
"벽걸이화분","31.0","11.0","3.18","{0=2, 1=2, 2=2, 3=1, 5=2, 8=2}","[5, 0, 2, 8, 1, 1, 3, 5, 8, 2, 0]","[11539194, 11792569, 11792569, 10458422, 10033380, 10033380, 10776720, 11539194, 8972737, 10033380, 5040002]"
